Name,overall,Action,Adventure,Sci-Fi,Drama,Comedy,Romance,Musical,War,Horror,History,Mystery,Thriller,Crime,Sport,Biography,Fantasy,Family,Documentary,Music,Animation,News,Western,average,Votes
Aarya,4.6,4.6,0,0,4.6,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,191
Aarzoo,5.4,0,0,0,5.4,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,1445
Aasha,6.5,0,0,0,0,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,23
Aasha,5.3,0,0,0,5.3,0,5.3,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,199
Aashayein,7.1,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,1259
Aashiq,6.7,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,64
Aashiq,3.8,3.8,0,0,3.8,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,403
Aashiq Banaya Aapne: Love Takes Over,4.3,0,0,0,4.3,0,4.3,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,4.3,1569
Aashiq Hoon Baharon Ka,5.5,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,85
Aashiqui,6.3,0,0,0,6.3,0,6.3,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,1661
Aashiqui 2,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,27357
Aashiqui.In,3.7,0,0,0,3.7,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,61
Aashirwad,7.3,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,203
Aashmani Jawaharat,6.1,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,10
Aasma,5.2,5.2,0,0,5.2,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,5.2,8
Aasma: The Sky Is the Limit,3.8,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,46
Aasmaan,4.8,0,0,0,4.8,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,4.8,12
Aasmaan Mahal,5.5,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,6
Aasmaan Se Gira,6.8,0,6.8,0,0,6.8,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,56
Aasoo Bane Angaarey,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,88
Aasra,7.2,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,7.2,32
Aastha: In the Prison of Spring,6.4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,172
Aatank,3.9,3.9,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,3.9,99
Aatank Hi Aatank,5.2,5.2,0,0,5.2,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,5.2,776
Aathi,4.4,4.4,0,0,4.4,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,4.4,2166
Aatish,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,16
Aatish: Feel the Fire,5.8,5.8,0,0,5.8,0,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,5.8,735
Aatma,4.2,0,0,0,4.2,0,0,0,0,4.2,0,0,0,4.2,0,0,0,0,0,0,0,0,0,4.2,79
Aatma,3.8,0,0,0,3.8,0,0,0,0,3.8,0,0,3.8,0,0,0,0,0,0,0,0,0,0,3.8,623
Aavida Maa Aavide,6.4,0,0,0,0,6.4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,170
Aavishkar,7,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,213
Aawaz,5.1,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,7
Aaya Toofan,6.1,6.1,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,6.1,14
Aaya Toofan,5.4,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,31
Aaye Din Bahar Ke,6.6,0,0,0,0,0,6.6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,109
Aazaan,4.4,4.4,0,0,0,0,0,4.4,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,4.4,346
Aazmayish,5,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35
Ab Ayega Mazaa,6.6,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,85
Ab Dilli Dur Nahin,7.6,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,80
Ab Hoga Dharna Unlimited,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
Ab Insaf Hoga,4.8,4.8,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,32
Ab Tak Chhappan,7.8,7.8,0,0,7.8,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,7.8,8379
Ab Tak Chhappan 2,5.8,5.8,0,0,0,0,0,0,0,0,0,0,5.8,5.8,0,0,0,0,0,0,0,0,0,5.8,1344
Ab To Aaja Saajan Mere,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
Ab Tumhare Hawale Watan Saathiyo,4.6,4.6,0,0,4.6,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,1494
Ab... Bas!,3.2,0,0,0,0,0,3.2,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,3.2,74
ABCD (Any Body Can Dance),6.3,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,0,0,0,6.3,6458
Abdullah,6.4,6.4,0,0,6.4,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,189
Abe Hayat,4.8,4.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,4.8,21
Abhay,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,64
Abhi To Jee Lein,5.4,5.4,0,0,5.4,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,5.4,10
Abhilasha,6.8,0,0,0,6.8,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,24
Abhimaan,7.9,0,0,0,7.9,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,2665
Abhimanyu,7,0,0,0,7,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,326
Abhimanyu,4.6,4.6,0,0,4.6,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,28
Abhinetri,6.7,0,0,0,6.7,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,70
Abodh,5.8,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,109
Accident on Hill Road,4,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,284
Achanak,6.8,0,0,0,6.8,0,0,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,6.8,213
Achanak,4,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,245
Achhut Kanya,6.5,0,0,0,6.5,0,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,114
Acid Factory,5,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,677
Action,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,4.5,858
Action Jackson,3.3,3.3,0,0,0,0,0,0,0,0,0,0,3.3,3.3,0,0,0,0,0,0,0,0,0,3.3,3461
Action Replayy,4.2,0,0,4.2,0,4.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,5814
Ada... A Way of Life,3.6,3.6,0,0,3.6,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,3.6,49
Adalat,6.9,0,0,0,6.9,0,6.9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,36
Adalat,6.4,6.4,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,6.4,284
Adhi Raat Ke Baad,6.6,6.6,0,0,6.6,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,6.6,28
Adhikar,6.7,0,0,0,6.7,6.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,13
Adhipathi,5.4,5.4,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,533
Adhura Sapna,4.7,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,11
Adhurs,6.8,6.8,0,0,0,6.8,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,6.8,2393
Adi Shankaracharya,7.3,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,7.3,240
Adil-E-Jahangir,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8
Adisaya Piravi,6.9,6.9,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,6.9,335
Adrishya,3.3,0,0,0,3.3,0,0,0,0,3.3,0,0,0,0,0,0,0,3.3,0,0,0,0,0,3.3,102
Adutha Varisu,5.5,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,76
Adventure Kids Hindi Film,6.6,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,12
Adventures of Aladdin,4.7,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,7
Adventures of Ali-Baba and the Forty Thieves,6.2,6.2,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,0,6.2,506
Adventures of Tarzan,4.6,4.6,4.6,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,140
Ae Dil Hai Mushkil,5.8,0,0,0,5.8,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,0,5.8,21661
Aetbaar,4.6,4.6,0,0,4.6,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,1013
Aflatoon,4.5,4.5,0,0,0,4.5,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,4.5,1261
Africadalli Sheela,6.6,0,6.6,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,6.6,18
Afsana,6.5,0,0,0,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,12
Afsana,7.8,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,7.8,57
Afsana Dilwalon Ka,3.6,0,0,0,3.6,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,1025
Afsana Pyar Ka,5.9,0,0,0,5.9,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,783
Afsar,7.1,0,0,0,0,7.1,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,19
After the Third Bell,6.3,0,0,0,0,0,0,0,0,0,0,6.3,0,6.3,0,0,0,0,0,0,0,0,0,6.3,43
Agar Tum Na Hote,6.4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,6.4,152
Agathiyar,6.6,0,6.6,0,6.6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,30
Agent Vinod,5.7,5.7,0,0,5.7,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,5.7,84
Agent Vinod,5.2,5.2,5.2,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,5.2,7210
Aghaat,7.1,0,0,0,7.1,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,7.1,120
Agnee,5.1,5.1,0,0,5.1,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,29
Agnee Morcha,3.1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,14
Agneekaal,5.6,5.6,0,0,5.6,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,5.6,26
Agneepath,7.7,7.7,0,0,7.7,0,0,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,7.7,8500
Agneepath,6.9,6.9,0,0,6.9,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,6.9,22895
Agni IPS,7.8,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,33
Agni Pareeksha,6,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,22
Agni Sakshi,6.1,0,0,0,6.1,0,6.1,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,684
Agnichakra,3.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,53
Agniputra,4.6,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,24
Agnivarsha: The Fire and the Rain,4.6,0,0,0,4.6,0,4.6,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,4.6,361
Agreement,6.2,0,0,0,6.2,6.2,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,19
Agyaat,2.9,0,0,0,2.9,0,0,0,0,2.9,0,2.9,0,0,0,0,0,0,0,0,0,0,0,2.9,620
Ahaan,7.2,0,0,0,7.2,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,213
Ahankaar,5.9,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,53
Ahinsa,4.1,4.1,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,10
Ahista Ahista,7,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,45
Ahista Ahista,7,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1491
Ahsaas,5.7,0,0,0,5.7,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,38
Airlift,8,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,53897
Aisa Yeh Jahaan,6.6,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,52
Aisha,5,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3953
Aisi Bhi Kya Jaldi Hai,6.6,0,0,0,0,6.6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,68
Aisi Deewangi,4.1,4.1,0,0,4.1,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,7
Aitbaar,6.9,0,0,0,0,0,6.9,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,6.9,149
Aitraaz,6.6,0,0,0,6.6,0,6.6,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,6.6,9721
Aiyaary,5.3,5.3,0,0,5.3,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,5.3,4167
Aiyyaa,4.4,0,0,0,0,4.4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,1765
Ajab Gazabb Love,4.2,0,0,0,0,4.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,520
Ajab Prem Ki Ghazab Kahani,6.4,6.4,0,0,0,6.4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,13194
Ajab Singh Ki Gajab Kahani,5.8,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,52
Ajanabee,6.5,0,0,0,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,174
Ajay,3.7,3.7,0,0,3.7,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,187
Ajeeb Daastaans,6.7,0,0,0,6.7,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,4133
Ajji,6.9,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,973
Ajnabee,6.4,6.4,0,0,6.4,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,6.4,8164
Ajooba,5.3,5.3,5.3,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,1214
AK 47,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,39
AK vs AK,6.9,6.9,0,0,0,6.9,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,6.9,12429
Akaash Vani,6.3,0,0,0,6.3,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,1857
Akashdeep,6.6,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,32
Akayla,5,5,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,421
Akbar Saleem Anarkali,7.7,0,0,0,7.7,0,0,7.7,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,7.7,38
Akela the Alone,5.5,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,5.5,10
Akele Hum Akele Tum,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4780
Akeli,5.6,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,11
Akhiyon Se Goli Maare,5.1,0,0,0,0,5.1,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,881
Akhri Muqabla,5.3,5.3,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,13
Aks,5.8,5.8,0,0,0,0,0,0,0,5.8,0,0,0,5.8,0,0,0,0,0,0,0,0,0,5.8,1627
Aksar,4.8,0,0,0,4.8,0,4.8,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,4.8,1152
Aksar 2,3.6,0,0,0,3.6,0,0,0,0,0,0,3.6,0,3.6,0,0,0,0,0,0,0,0,0,3.6,417
Alaap,6.7,0,0,0,6.7,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,327
Aladdin and the Wonderful Lamp,5.9,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,5.9,15
Aladin,4.6,4.6,4.6,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,2839
Alag Alag,6.4,0,0,0,0,0,6.4,6.4,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,6.4,86
Alag: He Is Different.... He Is Alone...,3.8,3.8,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,3.8,1172
Alajh Palajh,6.9,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,7
Alam Ara,6.8,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,8
Alavuddinum Athbutha Vilakkum,6.6,0,6.6,0,6.6,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,6.6,161
Albela,3.7,0,0,0,3.7,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,737
Albela,7,0,0,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,82
Albert Pinto Ko Gussa Kyon Ata Hai,7.5,0,0,0,7.5,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,428
Albert Pinto Ko Gussa Kyun Aata Hai?,5.5,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,349
Alex's Strip,5.9,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,37
Ali Baba and 40 Thieves,6.4,0,6.4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,6.4,14
Alibaba and 40 Thieves,6.2,6.2,6.2,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,46
Alibaba Marjinaa,6.7,6.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,27
Alif,6.5,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,137
Alif-Laila,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,6.3,11
Aligarh,7.8,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,7.8,6402
All Is Well,3.8,0,0,0,3.8,3.8,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,1513
All Ladies Do It,7.9,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0,0,0,0,0,0,0,0,0,7.9,384
All Rounder,4.8,4.8,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,31
All the Best: Fun Begins,6.2,6.2,0,0,6.2,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,5786
Allah Ke Banday,6.1,6.1,0,0,6.1,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,6.1,303
Allah Meharban To Gadha Pehalwan,4.3,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,7
Allah-Rakha,5.4,5.4,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,132
Alone,3.7,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,1622
Always Kabhi Kabhi,4,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,1295
Amaanat,4.7,4.7,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,552
Aman,6.5,0,6.5,0,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,41
Aman Ke Farishtey,6.6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,23
Amanush,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,232
Amar,6.8,0,0,0,6.8,0,6.8,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,162
Amar Deep,6.6,0,0,0,0,0,6.6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,38
Amar Jyoti,6.1,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,17
Amar Prem,8.2,0,0,0,8.2,0,8.2,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,1592
Amar Prem,4.4,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,25
Amar Rahe Ye Pyar,6.5,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,14
Amar Shakti,4.9,4.9,4.9,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,16
"Amar, Akbar and Anthony",7.5,7.5,0,0,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,7336
Amavas,2.8,0,0,0,0,0,0,0,0,2.8,0,0,2.8,0,0,0,0,0,0,0,0,0,0,2.8,308
Amba,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,4.2,41
Amber,6.9,6.9,6.9,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,65
Amdavad Junction,4.4,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,4.4,16
American Desi,6.6,0,0,0,6.6,6.6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,1585
Amir Garib,6.6,6.6,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,6.6,90
Amiri Garibi,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,4.9,47
Amit Sahni Ki List,5.4,0,0,0,0,5.4,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,347
Amma,6.2,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,11
Amma Nagamma,5.6,0,0,0,5.6,0,0,0,0,0,0,0,5.6,0,0,0,5.6,0,0,0,0,0,0,5.6,7
Ammaa Ki Boli,8.1,0,0,0,8.1,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,871
Amrapali,6.6,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,6.6,194
Amrit,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,169
Amu,7.3,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,856
An Evening in Paris,6.9,0,0,0,0,0,6.9,6.9,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,6.9,328
An Insignificant Man,8.7,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,8.7,0,0,0,0,8.7,1928
Anaarkali of Aarah,5.9,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,1636
Anamika,7.1,0,0,0,0,0,7.1,7.1,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,7.1,278
Anand,8.3,0,0,0,8.3,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,31937
Anand Math,7.6,0,0,0,7.6,0,0,0,0,0,7.6,0,0,0,0,7.6,0,0,0,0,0,0,0,7.6,85
